OID_	IDENT	NAME	UPPER_DESC	UPPER_VAL	UPPER_UOM	UPPER_CODE	LOWER_DESC	LOWER_VAL	LOWER_UOM	LOWER_CODE	TYPE_CODE	LOCAL_TYPE	CLASS	MIL_CODE	COMM_NAME	LEVEL	SECTOR	ONSHORE	EXCLUSION	WKHR_CODE	WKHR_RMK	DST	GMTOFFSET	SHAPE_Leng	SHAPE_Area	AirCheck
0	MHK	MANHATTAN CLASS E4	AA	-9998	 	 	 	0	FT	SFC	CLASS	CLASS_E4	E	CIVIL	 	L	 	1	0	H24	 	 	 	0.143832165	0.000899128	Fail
1	NFL	FALLON CLASS E2	AA	-9998	 	 	 	0	FT	SFC	CLASS	CLASS_E2	E	CIVIL	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.68123673	0.033482927	Fail
2	YKM	YAKIMA CLASS E2	AA	-9998	 	 	 	0	FT	SFC	CLASS	CLASS_E2	E	CIVIL	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.943900799	0.037934298	Fail
3	HRL	HARLINGEN AIRPORT CLASS C	TI	4000	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.468529957	0.012673361	Pass
4	HRL	HARLINGEN AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.603375813	0.017555744	Pass
5	HSV	HUNTSVILLE INTERNATIONAL-CARL T. JONES FIELD CLASS C	TI	4600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.596069143	0.026050472	Fail
6	HSV	HUNTSVILLE INTERNATIONAL-CARL T. JONES FIELD CLASS C	TI	4600	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.306111341	0.05075526	Pass
7	HSV	HUNTSVILLE INTERNATIONAL-CARL T. JONES FIELD CLASS C	TI	4600	FT	MSL	 	2400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.800264941	0.029129584	Pass
8	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	7000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA T	1	0	H24	 	 	 	0.70551506	0.02456335	Pass
9	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	3400	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA U	1	0	H24	 	 	 	0.213812098	0.001283334	Pass
10	ABE	ALLENTOWN-BETHLEHEM-EASTON CLASS C	TI	4400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.612865973	0.028340039	Fail
11	ABE	ALLENTOWN-BETHLEHEM-EASTON CLASS C	TI	4400	FT	MSL	 	1900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.527443042	0.016717298	Pass
12	COS	COLORADO SPRINGS CLASS C	TI	10200	FT	MSL	 	8500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.901242695	0.024898882	Pass
13	COS	COLORADO SPRINGS CLASS C	TI	10200	FT	MSL	 	7500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.77368815	0.026970854	Pass
14	IND	INDIANAPOLIS INTERNATIONAL AIRPORT CLASS C	TI	4800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.606258657	0.028214318	Fail
15	IND	INDIANAPOLIS INTERNATIONAL AIRPORT CLASS C	TI	4800	FT	MSL	 	1700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.057647389	0.000107335	Pass
16	IND	INDIANAPOLIS INTERNATIONAL AIRPORT CLASS C	TI	4800	FT	MSL	 	2100	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.207569437	0.113186531	Pass
17	PIT	PITTSBURGH CLASS B	TI	8000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA A	1	0	H24	 	 	 	0.850976312	0.056082803	Fail
18	PIT	PITTSBURGH CLASS B	TI	8000	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA B	1	0	H24	 	 	 	1.21563862	0.114449648	Pass
19	PIT	PITTSBURGH CLASS B	TI	8000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.3057532	0.00536476	Pass
20	ABE	ALLENTOWN-BETHLEHEM-EASTON CLASS C	TI	4400	FT	MSL	 	2800	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.69934665	0.02272368	Pass
21	ABE	ALLENTOWN-BETHLEHEM-EASTON CLASS C	TI	4400	FT	MSL	 	2200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.180134478	0.046863104	Pass
22	AMA	AMARILLO INTERNATIONAL AIRPORT CLASS C	TI	7600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.583143871	0.026667465	Fail
23	AMA	AMARILLO INTERNATIONAL AIRPORT CLASS C	TI	7600	FT	MSL	 	4800	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.166305262	0.106676146	Pass
24	CAE	COLUMBIA METROPOLITAN AIRPORT CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.581183522	0.025899674	Fail
25	CAE	COLUMBIA METROPOLITAN AIRPORT CLASS C	TI	4200	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.617469718	0.020026808	Pass
26	CAE	COLUMBIA METROPOLITAN AIRPORT CLASS C	TI	4200	FT	MSL	 	1800	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.486624049	0.059036632	Pass
27	JAN	JACKSON INTERNATIONAL AIRPORT CLASS C	TI	4400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.572189529	0.025793679	Fail
28	JAN	JACKSON INTERNATIONAL AIRPORT CLASS C	TI	4400	FT	MSL	 	1700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.14439617	0.103180786	Pass
29	JAX	JACKSONVILLE INTERNATIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.566143511	0.025308229	Fail
30	PIT	PITTSBURGH CLASS B	TI	8000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.298971631	0.004189068	Pass
31	PIT	PITTSBURGH CLASS B	TI	8000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.376708651	0.008852523	Pass
32	PIT	PITTSBURGH CLASS B	TI	8000	FT	MSL	 	4000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	3.466099696	0.551601842	Pass
33	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA A	1	0	H24	 	 	 	1.016390543	0.062348184	Fail
34	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	7800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA B	1	0	H24	 	 	 	1.588545945	0.087274189	Pass
35	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.538231535	0.011814146	Pass
36	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	0.573777646	0.017871636	Pass
37	ANC	ANCHORAGE CLASS C	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.763423599	0.021435262	Fail
38	ANC	ANCHORAGE CLASS C	TI	4100	FT	MSL	 	600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.617990704	0.0113695	Pass
39	ANC	ANCHORAGE CLASS C	TI	1900	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.410593929	0.010045798	Pass
40	ANC	ANCHORAGE CLASS C	TI	4100	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.595928892	0.072367954	Pass
41	AVL	ASHEVILLE CLASS C	TI	6200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.52747557	0.019119825	Fail
42	CBM	COLUMBUS AFB CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.577000789	0.026178342	Fail
43	CBM	COLUMBUS AFB CLASS C	TI	4200	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.15401887	0.104719532	Pass
44	CMH	"COLUMBUS, PORT COLUMBUS INTERNATIONAL AIRPORT CLASS C"	TI	4800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.605208986	0.028407223	Fail
45	CMH	"COLUMBUS, PORT COLUMBUS INTERNATIONAL AIRPORT CLASS C"	TI	4800	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.210436333	0.113635607	Pass
46	JAX	JACKSONVILLE INTERNATIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.080852436	0.083066176	Pass
47	OGG	KAHULUI AIRPORT CLASS C	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.542489702	0.023384424	Fail
48	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	6500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA E	1	0	H24	 	 	 	0.972360507	0.028486496	Pass
49	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	7000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	0.388408192	0.00892058	Pass
50	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	8000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	0.658488901	0.022573724	Pass
51	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	9000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA H	1	0	H24	 	 	 	0.627255016	0.021901276	Pass
52	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	10000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA I	1	0	H24	 	 	 	0.510345091	0.011173921	Pass
53	AVL	ASHEVILLE CLASS C	TI	6200	FT	MSL	 	4300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.511948256	0.014385146	Pass
54	AVL	ASHEVILLE CLASS C	TI	6200	FT	MSL	 	4300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.51196	0.014386305	Pass
55	ACY	ATLANTIC CITY INTERNATIONAL AIRPORT CLASS C	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.602432287	0.028189668	Fail
56	CRP	CORPUS CHRISTI CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.55811719	0.024660015	Fail
57	CRP	CORPUS CHRISTI CLASS C	TI	4000	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.587336554	0.018484437	Pass
58	CRP	CORPUS CHRISTI CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.442179335	0.055489785	Pass
59	OGG	KAHULUI AIRPORT CLASS C	TI	4100	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.812518633	0.027288995	Pass
60	OGG	KAHULUI AIRPORT CLASS C	TI	4100	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.400769155	0.009734249	Pass
61	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	11000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA J	1	0	H24	 	 	 	0.68838039	0.027483484	Pass
62	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	8600	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA K	1	0	H24	 	 	 	0.561999863	0.019639556	Pass
63	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	10500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA L	1	0	H24	 	 	 	0.738902555	0.018248787	Pass
64	ACY	ATLANTIC CITY INTERNATIONAL AIRPORT CLASS C	TI	4100	FT	MSL	 	1300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.204882827	0.112765331	Pass
65	AUS	AUSTIN BERGSTROM INTL CLASS C	TI	4500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.565206903	0.025232813	Fail
66	AUS	AUSTIN BERGSTROM INTL CLASS C	TI	4500	FT	MSL	 	2100	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.130430662	0.100937186	Pass
67	BGR	BANGOR CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.67320263	0.029276516	Fail
68	DAY	"DAYTON, JAMES M. COX-DAYTON INTERNATIONAL AIRPORT CLASS C"	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.604719188	0.028368875	Fail
69	DAY	"DAYTON, JAMES M. COX-DAYTON INTERNATIONAL AIRPORT CLASS C"	TI	5000	FT	MSL	 	2400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.209456717	0.113482203	Pass
70	DAB	DAYTONA BEACH REGIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.562130565	0.024984692	Fail
71	DAB	DAYTONA BEACH REGIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.124277874	0.099944641	Pass
72	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA A	1	0	H24	 	 	 	1.064127681	0.054245765	Fail
73	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	300	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA B	1	0	H24	 	 	 	0.195825215	0.000965706	Pass
74	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	600	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.431668561	0.010981991	Pass
75	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	1.509894253	0.154627989	Pass
76	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA E	1	0	H24	 	 	 	2.684793831	0.086320639	Pass
77	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	9000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA M	1	0	H24	 	 	 	0.572294935	0.01851785	Pass
78	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	10000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA N	1	0	H24	 	 	 	0.363194226	0.006288455	Pass
79	SLC	SALT LAKE CITY CLASS B	TI	12000	FT	MSL	 	7500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA O	1	0	H24	 	 	 	1.014865591	0.024841574	Pass
80	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	4800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA A	1	0	H24	 	 	 	1.08347733	0.041255396	Pass
81	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA B	1	0	H24	 	 	 	1.102195562	0.051992142	Pass
82	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	1800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.836475491	0.027146551	Pass
83	SAN	SAN DIEGO CLASS B	TI	3200	FT	MSL	 	1800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	0.492161222	0.007731021	Pass
84	BGR	BANGOR CLASS C	TI	4200	FT	MSL	 	700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.146833893	0.001353528	Pass
85	BGR	BANGOR CLASS C	TI	4200	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.059797566	0.038895667	Pass
86	BGR	BANGOR CLASS C	TI	4200	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.302399965	0.053016268	Pass
87	DSM	DES MOINES INTL AIRPORT CLASS C	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.613594747	0.02906202	Fail
88	DSM	DES MOINES INTL AIRPORT CLASS C	TI	5000	FT	MSL	 	2200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.227208183	0.116254958	Pass
89	DYS	DYESS AFB CLASS C	TI	5800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.572570918	0.024718987	Fail
90	DYS	DYESS AFB CLASS C	TI	5800	FT	MSL	 	3600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.749480054	0.026029604	Pass
91	DYS	DYESS AFB CLASS C	TI	5800	FT	MSL	 	4300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.025739141	0.062183908	Pass
92	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	0.979846588	0.033713081	Pass
93	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	0.77858806	0.028021143	Pass
94	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	3500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	1.300109511	0.04626016	Pass
95	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	6800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	0.492161222	0.007731021	Pass
96	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA E	1	0	H24	 	 	 	0.267586102	0.00392348	Pass
97	SAN	SAN DIEGO CLASS B	TI	3200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	0.417417963	0.004207301	Fail
98	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	4800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	0.417417963	0.004207301	Pass
99	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	0.56195505	0.014609029	Fail
100	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	1800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA H	1	0	H24	 	 	 	0.366732918	0.006093956	Pass
101	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	3200	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA I	1	0	H24	 	 	 	0.376809913	0.004302189	Pass
102	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	4800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA J	1	0	H24	 	 	 	1.645676419	0.051720426	Pass
103	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	5800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA K	1	0	H24	 	 	 	0.573350404	0.014641784	Pass
104	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA L	1	0	H24	 	 	 	0.387694872	0.007632277	Fail
105	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA L	1	0	H24	 	 	 	0.358028028	0.007965826	Fail
106	BAD	BARKSDALE AFB CLASS C	TI	4300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.606645016	0.023411947	Fail
107	BAD	BARKSDALE AFB CLASS C	TI	4300	FT	MSL	 	1600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.057171138	0.080062495	Pass
108	BTR	"BATON ROUGE METRO, RYAN FIELD CLASS C"	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.566272101	0.025318578	Fail
109	EVV	EVANSVILLE REGIONAL AIRPORT CLASS C	TI	4500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.709978869	0.025237483	Fail
110	EVV	EVANSVILLE REGIONAL AIRPORT CLASS C	TI	4500	FT	MSL	 	1600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.190988243	0.110581212	Pass
111	XNA	"NORTHWEST ARKANSAS REGIONAL AIRPORT, AR CLASS C"	TI	5300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.579373621	0.025777993	Fail
112	XNA	"NORTHWEST ARKANSAS REGIONAL AIRPORT, AR CLASS C"	TI	5300	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.440739877	0.055202273	Pass
113	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	3500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	0.458467761	0.011149812	Pass
114	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	3500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	1.896489472	0.078689134	Pass
115	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	4000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA H	1	0	H24	 	 	 	0.708309349	0.022116388	Pass
116	SAN	SAN DIEGO CLASS B	TI	3300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	VFR CORRIDOR EXCLUSION	1	1	H24	 	 	 	0.381783547	0.005141145	Fail
117	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	4700	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	VFR CORRIDOR EXCLUSION	1	1	H24	 	 	 	0.381783547	0.005141145	Pass
118	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	1800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA M	1	0	H24	 	 	 	0.357072102	0.006800858	Pass
119	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA N	1	0	H24	 	 	 	0.347883222	0.005121057	Pass
120	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	3500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA O	1	0	H24	 	 	 	0.463890432	0.010996803	Pass
121	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	4800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA P	1	0	H24	 	 	 	1.34348041	0.040712821	Pass
122	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	2800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA Q	1	0	H24	 	 	 	0.471119268	0.010871515	Pass
123	SAN	SAN DIEGO CLASS B	TI	3300	FT	MSL	 	2800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	VFR CORRIDOR EXCLUSION	1	1	H24	 	 	 	0.248815494	0.002677313	Pass
124	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	4700	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	VFR CORRIDOR EXCLUSION	1	1	H24	 	 	 	0.248815494	0.002677313	Pass
125	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	4800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA R	1	0	H24	 	 	 	0.843859404	0.020400079	Pass
126	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	6800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA S	1	0	H24	 	 	 	1.073543828	0.031592013	Pass
127	BTR	"BATON ROUGE METRO, RYAN FIELD CLASS C"	TI	4100	FT	MSL	 	1300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.132561098	0.101280269	Pass
128	BAB	BEALE AFB CLASS C	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.600812532	0.028062584	Fail
